out_name,frequency,units,long_name,standard_name,priority,comment,cell_methods,cell_measures,dimensions,type,positive,valid_min,valid_max,ok_min_mean_abs,ok_max_mean_abs
zg850,6hr,m,Geopotential Height,geopotential_height,TIER1,,area: mean time: point,area: areacella,longitude latitude time1 p850,real,,,,,
zg700,mon,m,Geopotential Height,geopotential_height,TIER1,,area: time: mean,area: areacella,longitude latitude time p700,real,,,,,
zg700,day,m,Geopotential Height,geopotential_height,TIER1,,area: time: mean,area: areacella,longitude latitude time p700,real,,,,,
zg700,6hr,m,Geopotential Height,geopotential_height,TIER1,,area: mean time: point,area: areacella,longitude latitude time1 p700,real,,,,,
zg600,mon,m,Geopotential Height,geopotential_height,TIER1,,area: time: mean,area: areacella,longitude latitude time p600,real,,,,,
zg600,day,m,Geopotential Height,geopotential_height,TIER1,,area: time: mean,area: areacella,longitude latitude time p600,real,,,,,
zg600,6hr,m,Geopotential Height,geopotential_height,TIER1,,area: mean time: point,area: areacella,longitude latitude time1 p600,real,,,,,
zg500,mon,m,Geopotential Height,geopotential_height,TIER1,,area: time: mean,area: areacella,longitude latitude time p500,real,,,,,
zg500,day,m,Geopotential Height,geopotential_height,TIER1,,area: time: mean,area: areacella,longitude latitude time p500,real,,,,,
zg500,6hr,m,Geopotential Height,geopotential_height,TIER1,,area: mean time: point,area: areacella,longitude latitude time1 p500,real,,,,,
zg400,mon,m,Geopotential Height,geopotential_height,TIER1,,area: time: mean,area: areacella,longitude latitude time p400,real,,,,,
zg400,day,m,Geopotential Height,geopotential_height,TIER1,,area: time: mean,area: areacella,longitude latitude time p400,real,,,,,
zg400,6hr,m,Geopotential Height,geopotential_height,TIER1,,area: mean time: point,area: areacella,longitude latitude time1 p400,real,,,,,
zg300,mon,m,Geopotential Height,geopotential_height,TIER1,,area: time: mean,area: areacella,longitude latitude time p300,real,,,,,
zg300,day,m,Geopotential Height,geopotential_height,TIER1,,area: time: mean,area: areacella,longitude latitude time p300,real,,,,,
zg300,6hr,m,Geopotential Height,geopotential_height,TIER1,,area: mean time: point,area: areacella,longitude latitude time1 p300,real,,,,,
zg250,mon,m,Geopotential Height,geopotential_height,TIER1,,area: time: mean,area: areacella,longitude latitude time p250,real,,,,,
zg250,day,m,Geopotential Height,geopotential_height,TIER1,,area: time: mean,area: areacella,longitude latitude time p250,real,,,,,
zg250,6hr,m,Geopotential Height,geopotential_height,TIER1,,area: mean time: point,area: areacella,longitude latitude time1 p250,real,,,,,
zg200,mon,m,Geopotential Height,geopotential_height,TIER1,,area: time: mean,area: areacella,longitude latitude time p200,real,,,,,
zg200,day,m,Geopotential Height,geopotential_height,TIER1,,area: time: mean,area: areacella,longitude latitude time p200,real,,,,,
zg200,6hr,m,Geopotential Height,geopotential_height,TIER1,,area: mean time: point,area: areacella,longitude latitude time1 p200,real,,,,,
wa1000,mon,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: time: mean,area: areacella,longitude latitude time p1000,real,,,,,
wa1000,day,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: time: mean,area: areacella,longitude latitude time p1000,real,,,,,
wa1000,6hr,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: mean time: point,area: areacella,longitude latitude time1 p1000,real,,,,,
wa925,mon,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: time: mean,area: areacella,longitude latitude time p925,real,,,,,
wa925,day,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: time: mean,area: areacella,longitude latitude time p925,real,,,,,
wa925,6hr,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: mean time: point,area: areacella,longitude latitude time1 p925,real,,,,,
wa850,mon,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: time: mean,area: areacella,longitude latitude time p850,real,,,,,
wa850,day,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: time: mean,area: areacella,longitude latitude time p850,real,,,,,
wa850,6hr,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: mean time: point,area: areacella,longitude latitude time1 p850,real,,,,,
wa700,mon,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: time: mean,area: areacella,longitude latitude time p700,real,,,,,
wa700,day,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: time: mean,area: areacella,longitude latitude time p700,real,,,,,
wa700,6hr,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: mean time: point,area: areacella,longitude latitude time1 p700,real,,,,,
wa600,mon,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: time: mean,area: areacella,longitude latitude time p600,real,,,,,
wa600,day,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: time: mean,area: areacella,longitude latitude time p600,real,,,,,
wa600,6hr,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: mean time: point,area: areacella,longitude latitude time1 p600,real,,,,,
wa500,mon,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: time: mean,area: areacella,longitude latitude time p500,real,,,,,
wa500,day,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: time: mean,area: areacella,longitude latitude time p500,real,,,,,
wa500,6hr,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: mean time: point,area: areacella,longitude latitude time1 p500,real,,,,,
wa400,mon,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: time: mean,area: areacella,longitude latitude time p400,real,,,,,
wa400,day,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: time: mean,area: areacella,longitude latitude time p400,real,,,,,
wa400,6hr,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: mean time: point,area: areacella,longitude latitude time1 p400,real,,,,,
wa300,mon,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: time: mean,area: areacella,longitude latitude time p300,real,,,,,
wa300,day,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: time: mean,area: areacella,longitude latitude time p300,real,,,,,
wa300,6hr,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: mean time: point,area: areacella,longitude latitude time1 p300,real,,,,,
wa250,mon,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: time: mean,area: areacella,longitude latitude time p250,real,,,,,
wa250,day,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: time: mean,area: areacella,longitude latitude time p250,real,,,,,
wa250,6hr,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: mean time: point,area: areacella,longitude latitude time1 p250,real,,,,,
wa200,mon,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: time: mean,area: areacella,longitude latitude time p200,real,,,,,
wa200,day,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: time: mean,area: areacella,longitude latitude time p200,real,,,,,
wa200,6hr,m s-1,Upward Air Velocity,upward_air_velocity,TIER1,,area: mean time: point,area: areacella,longitude latitude time1 p200,real,,,,,
ua50m,mon,m s-1,Eastward Wind at 50m,eastward_wind,TIER1,,area: time: mean,area: areacella,longitude latitude time height50m,real,,,,,
ua50m,day,m s-1,Eastward Wind at 50m,eastward_wind,TIER1,,area: time: mean,area: areacella,longitude latitude time height50m,real,,,,,
ua50m,1hr,m s-1,Eastward Wind at 50m,eastward_wind,TIER1,,area: mean time: point,area: areacella,longitude latitude time1 height50m,real,,,,,
ua100m,mon,m s-1,Eastward Wind at 100m,eastward_wind,TIER1,,area: time: mean,area: areacella,longitude latitude time height100m,real,,,,,
ua100m,day,m s-1,Eastward Wind at 100m,eastward_wind,TIER1,,area: time: mean,area: areacella,longitude latitude time height100m,real,,,,,
ua100m,1hr,m s-1,Eastward Wind at 100m,eastward_wind,TIER1,,area: mean time: point,area: areacella,longitude latitude time1 height100m,real,,,,,
ua150m,mon,m s-1,Eastward Wind at 150m,eastward_wind,TIER1,,area: time: mean,area: areacella,longitude latitude time height150m,real,,,,,
ua150m,day,m s-1,Eastward Wind at 150m,eastward_wind,TIER1,,area: time: mean,area: areacella,longitude latitude time height150m,real,,,,,
ua150m,1hr,m s-1,Eastward Wind at 150m,eastward_wind,TIER1,,area: mean time: point,area: areacella,longitude latitude time1 height150m,real,,,,,
va50m,mon,m s-1,Northward Wind at 50m,northward_wind,TIER1,,area: time: mean,area: areacella,longitude latitude time height50m,real,,,,,
va50m,day,m s-1,Northward Wind at 50m,northward_wind,TIER1,,area: time: mean,area: areacella,longitude latitude time height50m,real,,,,,
va50m,1hr,m s-1,Northward Wind at 50m,northward_wind,TIER1,,area: mean time: point,area: areacella,longitude latitude time1 height50m,real,,,,,
va100m,mon,m s-1,Northward Wind at 100m,northward_wind,TIER1,,area: time: mean,area: areacella,longitude latitude time height100m,real,,,,,
va100m,day,m s-1,Northward Wind at 100m,northward_wind,TIER1,,area: time: mean,area: areacella,longitude latitude time height100m,real,,,,,
va100m,1hr,m s-1,Northward Wind at 100m,northward_wind,TIER1,,area: mean time: point,area: areacella,longitude latitude time1 height100m,real,,,,,
va150m,mon,m s-1,Northward Wind at 150m,northward_wind,TIER1,,area: time: mean,area: areacella,longitude latitude time height150m,real,,,,,
va150m,day,m s-1,Northward Wind at 150m,northward_wind,TIER1,,area: time: mean,area: areacella,longitude latitude time height150m,real,,,,,
va150m,1hr,m s-1,Northward Wind at 150m,northward_wind,TIER1,,area: mean time: point,area: areacella,longitude latitude time1 height150m,real,,,,,
ta50m,mon,K,Air Temperature at 50m,air_temperature,TIER1,requested for urban modeling,area: time: mean,area: areacella,longitude latitude time height50m,real,,,,,
ta50m,day,K,Air Temperature at 50m,air_temperature,TIER1,requested for urban modeling,area: time: mean,area: areacella,longitude latitude time height50m,real,,,,,
ta50m,1hr,K,Air Temperature at 50m,air_temperature,TIER1,requested for urban modeling,area: mean time: point,area: areacella,longitude latitude time1 height50m,real,,,,,
hus50m,mon,1,Specific Humidity at 50m,specific_humidity,TIER1,requested for urban modeling,area: time: mean,area: areacella,longitude latitude time height50m,real,,,,,
hus50m,day,1,Specific Humidity at 50m,specific_humidity,TIER1,requested for urban modeling,area: time: mean,area: areacella,longitude latitude time height50m,real,,,,,
hus50m,1hr,1,Specific Humidity at 50m,specific_humidity,TIER1,requested for urban modeling,area: mean time: point,area: areacella,longitude latitude time1 height50m,real,,,,,
evspsblpot,mon,kg m-2 s-1,Potential Evapotranspiration,water_potential_evaporation_flux,TIER2,,area: mean where land time: mean,area: areacella,longitude latitude time,real,,,,,
evspsblpot,day,kg m-2 s-1,Potential Evapotranspiration,water_potential_evaporation_flux,TIER2,,area: mean where land time: mean,area: areacella,longitude latitude time,real,,,,,
evspsblpot,1hr,kg m-2 s-1,Potential Evapotranspiration,water_potential_evaporation_flux,TIER2,,area: mean where land time: mean,area: areacella,longitude latitude time,real,,,,,
wsgsmax,mon,m s-1,Daily Maximum Near-Surface Wind Speed of Gust,wind_speed_of_gust,TIER2,,area: mean time: maximum within days time: mean over days,area: areacella,longitude latitude time height10m,real,,,,,
wsgsmax,day,m s-1,Daily Maximum Near-Surface Wind Speed of Gust,wind_speed_of_gust,TIER2,,area: mean time: maximum,area: areacella,longitude latitude time height10m,real,,,,,
clh,mon,%,High Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,above 440 hPa,area: time: mean,area: areacella,longitude latitude time,real,,,,,
clh,day,%,High Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,above 440 hPa,area: time: mean,area: areacella,longitude latitude time,real,,,,,
clh,6hr,%,High Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,above 440 hPa,area: time: mean,area: areacella,longitude latitude time,real,,,,,
clm,mon,%,Mid Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,between 680 and 440 hPa,area: time: mean,area: areacella,longitude latitude time,real,,,,,
clm,day,%,Mid Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,between 680 and 440 hPa,area: time: mean,area: areacella,longitude latitude time,real,,,,,
clm,6hr,%,Mid Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,between 680 and 440 hPa,area: time: mean,area: areacella,longitude latitude time,real,,,,,
cll,mon,%,Low Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,below 680 hPa,area: time: mean,area: areacella,longitude latitude time,real,,,,,
cll,day,%,Low Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,below 680 hPa,area: time: mean,area: areacella,longitude latitude time,real,,,,,
cll,6hr,%,Low Level Cloud Fraction,cloud_area_fraction_in_atmosphere_layer,TIER2,below 680 hPa,area: time: mean,area: areacella,longitude latitude time,real,,,,,
rsdscs,mon,W m-2,Surface Downwelling Clear-Sky Shortwave Radiation,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,TIER2,,area: time: mean,area: areacella,longitude latitude time,real,down,,,,
rsdscs,day,W m-2,Surface Downwelling Clear-Sky Shortwave Radiation,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,TIER2,,area: time: mean,area: areacella,longitude latitude time,real,down,,,,
rsdscs,6hr,W m-2,Surface Downwelling Clear-Sky Shortwave Radiation,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,TIER2,,area: time: mean,area: areacella,longitude latitude time,real,down,,,,
rldscs,mon,W m-2,Surface Downwelling Clear-Sky Longwave Radiation,surface_downwelling_longwave_flux_in_air_assuming_clear_sky,TIER2,,area: time: mean,area: areacella,longitude latitude time,real,down,,,,
rldscs,day,W m-2,Surface Downwelling Clear-Sky Longwave Radiation,surface_downwelling_longwave_flux_in_air_assuming_clear_sky,TIER2,,area: time: mean,area: areacella,longitude latitude time,real,down,,,,
rldscs,6hr,W m-2,Surface Downwelling Clear-Sky Longwave Radiation,surface_downwelling_longwave_flux_in_air_assuming_clear_sky,TIER2,,area: time: mean,area: areacella,longitude latitude time,real,down,,,,
rsuscs,mon,W m-2,Surface Upwelling Clear-Sky Shortwave Radiation,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,TIER2,,area: time: mean,area: areacella,longitude latitude time,real,up,,,,
rsuscs,day,W m-2,Surface Upwelling Clear-Sky Shortwave Radiation,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,TIER2,,area: time: mean,area: areacella,longitude latitude time,real,up,,,,
rsuscs,6hr,W m-2,Surface Upwelling Clear-Sky Shortwave Radiation,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,TIER2,,area: time: mean,area: areacella,longitude latitude time,real,up,,,,
rluscs,mon,W m-2,Surface Upwelling Clear-Sky Longwave Radiation,surface_upwelling_longwave_flux_in_air_assuming_clear_sky,TIER2,,area: time: mean,area: areacella,longitude latitude time,real,up,,,,
rluscs,day,W m-2,Surface Upwelling Clear-Sky Longwave Radiation,surface_upwelling_longwave_flux_in_air_assuming_clear_sky,TIER2,,area: time: mean,area: areacella,longitude latitude time,real,up,,,,
rluscs,6hr,W m-2,Surface Upwelling Clear-Sky Longwave Radiation,surface_upwelling_longwave_flux_in_air_assuming_clear_sky,TIER2,,area: time: mean,area: areacella,longitude latitude time,real,up,,,,
rsutcs,mon,W m-2,TOA Outgoing Clear-Sky Shortwave Radiation,toa_outgoing_shortwave_flux_assuming_clear_sky,TIER2,,area: time: mean,area: areacella,longitude latitude time,real,,,,,
rsutcs,day,W m-2,TOA Outgoing Clear-Sky Shortwave Radiation,toa_outgoing_shortwave_flux_assuming_clear_sky,TIER2,,area: time: mean,area: areacella,longitude latitude time,real,,,,,
rsutcs,6hr,W m-2,TOA Outgoing Clear-Sky Shortwave Radiation,toa_outgoing_shortwave_flux_assuming_clear_sky,TIER2,,area: time: mean,area: areacella,longitude latitude time,real,,,,,
rlutcs,mon,W m-2,TOA Outgoing Clear-Sky Longwave Radiation,toa_outgoing_longwave_flux_assuming_clear_sky,TIER2,,area: time: mean,area: areacella,longitude latitude time,real,,,,,
rlutcs,day,W m-2,TOA Outgoing Clear-Sky Longwave Radiation,toa_outgoing_longwave_flux_assuming_clear_sky,TIER2,,area: time: mean,area: areacella,longitude latitude time,real,,,,,
rlutcs,6hr,W m-2,TOA Outgoing Clear-Sky Longwave Radiation,toa_outgoing_longwave_flux_assuming_clear_sky,TIER2,,area: time: mean,area: areacella,longitude latitude time,real,,,,,
z0,mon,m,Surface Roughness Length,surface_roughness_length,TIER2,,area: time: mean,area: areacella,longitude latitude time,real,,,,,
z0,day,m,Surface Roughness Length,surface_roughness_length,TIER2,,area: time: mean,area: areacella,longitude latitude time,real,,,,,
cape,mon,J kg-1,Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,TIER2,,area: time: mean,area: areacella,longitude latitude time,real,,,,,
cape,day,J kg-1,Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,TIER2,,area: time: mean,area: areacella,longitude latitude time,real,,,,,
cape,1hr,J kg-1,Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,TIER2,,area: mean time: point,area: areacella,longitude latitude time1,real,,,,,
li,mon,K,Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,TIER2,,area: time: mean,area: areacella,longitude latitude time,real,,,,,
li,day,K,Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,TIER2,,area: time: mean,area: areacella,longitude latitude time,real,,,,,
li,1hr,K,Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,TIER2,,area: mean time: point,area: areacella,longitude latitude time1,real,,,,,
cin,mon,J kg-1,Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,TIER2,,area: time: mean,area: areacella,longitude latitude time,real,,,,,
cin,day,J kg-1,Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,TIER2,,area: time: mean,area: areacella,longitude latitude time,real,,,,,
cin,1hr,J kg-1,Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,TIER2,,area: mean time: point,area: areacella,longitude latitude time1,real,,,,,
capemax,mon,J kg-1,Daily Maximum Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,TIER2,,area: mean time: maximum within days time: mean over days,area: areacella,longitude latitude time,real,,,,,
capemax,day,J kg-1,Daily Maximum Convective Available Potential Energy,atmosphere_convective_available_potential_energy_wrt_surface,TIER2,,area: mean time: maximum,area: areacella,longitude latitude time,real,,,,,
limax,mon,K,Daily Maximum Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,TIER2,,area: mean time: maximum within days time: mean over days,area: areacella,longitude latitude time,real,,,,,
limax,day,K,Daily Maximum Lifted Index,temperature_difference_between_ambient_air_and_air_lifted_adiabatically_from_the_surface,TIER2,,area: mean time: maximum,area: areacella,longitude latitude time,real,,,,,
cinmax,mon,J kg-1,Daily Maximum Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,TIER2,,area: mean time: maximum within days time: mean over days,area: areacella,longitude latitude time,real,,,,,
cinmax,day,J kg-1,Daily Maximum Convective Inhibition,atmosphere_convective_inhibition_wrt_surface,TIER2,,area: mean time: maximum,area: areacella,longitude latitude time,real,,,,,
od550aer,mon,1,Ambient Aerosol Optical Thickness at 550nm,atmosphere_optical_thickness_due_to_ambient_aerosol_particles,TIER2,"long_name fixed, 2022.09.22  https://github.com/WCRP-CORDEX/cordex-cmip6-data-request/issues/6",area: time: mean,area: areacella,longitude latitude time,real,,,,,
ua150,mon,m s-1,Eastward Wind,eastward_wind,TIER2,,area: time: mean,area: areacella,longitude latitude time p150,real,,,,,
ua150,day,m s-1,Eastward Wind,eastward_wind,TIER2,,area: time: mean,area: areacella,longitude latitude time p150,real,,,,,
ua150,6hr,m s-1,Eastward Wind,eastward_wind,TIER2,,area: mean time: point,area: areacella,longitude latitude time1 p150,real,,,,,
ua100,mon,m s-1,Eastward Wind,eastward_wind,TIER2,,area: time: mean,area: areacella,longitude latitude time p100,real,,,,,
ua100,day,m s-1,Eastward Wind,eastward_wind,TIER2,,area: time: mean,area: areacella,longitude latitude time p100,real,,,,,
ua100,6hr,m s-1,Eastward Wind,eastward_wind,TIER2,,area: mean time: point,area: areacella,longitude latitude time1 p100,real,,,,,
ua70,mon,m s-1,Eastward Wind,eastward_wind,TIER2,,area: time: mean,area: areacella,longitude latitude time p70,real,,,,,
ua70,day,m s-1,Eastward Wind,eastward_wind,TIER2,,area: time: mean,area: areacella,longitude latitude time p70,real,,,,,
ua70,6hr,m s-1,Eastward Wind,eastward_wind,TIER2,,area: mean time: point,area: areacella,longitude latitude time1 p70,real,,,,,
ua50,mon,m s-1,Eastward Wind,eastward_wind,TIER2,,area: time: mean,area: areacella,longitude latitude time p50,real,,,,,
